datetime,actual_generation_mw,primary_source
2026-06-24 18:45:00,29.28,Thermal
2026-06-24 18:30:00,0.56,Geothermal
2026-06-24 18:30:00,1.6,Wind
2026-06-24 18:30:00,29.04,Thermal
2026-06-24 18:30:00,6.04,Self-consumption
2026-06-24 18:30:00,9.12,Hydro
2026-06-24 18:30:00,3.52,Photovoltaic
2026-06-24 18:15:00,8.04,Hydro
2026-06-24 18:15:00,6.132,Self-consumption
2026-06-24 18:15:00,28.2,Thermal
2026-06-24 18:15:00,1.76,Wind
2026-06-24 18:15:00,0.56,Geothermal
2026-06-24 18:15:00,4.16,Photovoltaic
2026-06-24 18:00:00,2.0,Wind
2026-06-24 18:00:00,0.56,Geothermal
2026-06-24 18:00:00,4.84,Photovoltaic
2026-06-24 18:00:00,27.16,Thermal
2026-06-24 18:00:00,6.264,Self-consumption
2026-06-24 18:00:00,7.16,Hydro
2026-06-24 17:45:00,26.68,Thermal
2026-06-24 17:45:00,2.0,Wind
2026-06-24 17:45:00,0.56,Geothermal
2026-06-24 17:45:00,5.48,Photovoltaic
2026-06-24 17:45:00,6.504,Self-consumption
2026-06-24 17:45:00,5.92,Hydro
2026-06-24 17:30:00,25.48,Thermal
2026-06-24 17:30:00,2.0,Wind
2026-06-24 17:30:00,0.56,Geothermal
2026-06-24 17:30:00,6.24,Photovoltaic
2026-06-24 17:30:00,6.796,Self-consumption
2026-06-24 17:30:00,5.56,Hydro
2026-06-24 17:15:00,7.116,Self-consumption
2026-06-24 17:15:00,7.28,Photovoltaic
2026-06-24 17:15:00,0.56,Geothermal
2026-06-24 17:15:00,1.96,Wind
2026-06-24 17:15:00,23.44,Thermal
2026-06-24 17:15:00,5.44,Hydro
2026-06-24 17:00:00,7.328,Self-consumption
2026-06-24 17:00:00,8.2,Photovoltaic
2026-06-24 17:00:00,0.56,Geothermal
2026-06-24 17:00:00,2.04,Wind
2026-06-24 17:00:00,22.84,Thermal
2026-06-24 17:00:00,5.44,Hydro
2026-06-24 16:45:00,7.72,Self-consumption
2026-06-24 16:45:00,9.2,Photovoltaic
2026-06-24 16:45:00,0.56,Geothermal
2026-06-24 16:45:00,2.2,Wind
2026-06-24 16:45:00,22.8,Thermal
2026-06-24 16:45:00,4.4,Hydro
2026-06-24 16:30:00,22.16,Thermal
2026-06-24 16:30:00,2.4,Wind
2026-06-24 16:30:00,0.56,Geothermal
2026-06-24 16:30:00,10.0,Photovoltaic
2026-06-24 16:30:00,7.932,Self-consumption
2026-06-24 16:30:00,4.0,Hydro
2026-06-24 16:15:00,3.8,Hydro
2026-06-24 16:15:00,8.1,Self-consumption
2026-06-24 16:15:00,10.56,Photovoltaic
2026-06-24 16:15:00,0.56,Geothermal
2026-06-24 16:15:00,21.52,Thermal
2026-06-24 16:15:00,2.52,Wind
2026-06-24 16:00:00,20.6,Thermal
2026-06-24 16:00:00,2.68,Wind
2026-06-24 16:00:00,0.56,Geothermal
2026-06-24 16:00:00,10.92,Photovoltaic
2026-06-24 16:00:00,8.164,Self-consumption
2026-06-24 16:00:00,3.76,Hydro
2026-06-24 15:45:00,19.92,Thermal
2026-06-24 15:45:00,2.76,Wind
2026-06-24 15:45:00,0.56,Geothermal
2026-06-24 15:45:00,11.6,Photovoltaic
2026-06-24 15:45:00,8.424,Self-consumption
2026-06-24 15:45:00,3.8,Hydro
2026-06-24 15:30:00,19.16,Thermal
2026-06-24 15:30:00,2.8,Wind
2026-06-24 15:30:00,0.56,Geothermal
2026-06-24 15:30:00,12.08,Photovoltaic
2026-06-24 15:30:00,8.664,Self-consumption
2026-06-24 15:30:00,3.76,Hydro
2026-06-24 15:15:00,8.872,Self-consumption
2026-06-24 15:15:00,12.56,Photovoltaic
2026-06-24 15:15:00,0.56,Geothermal
2026-06-24 15:15:00,3.0,Wind
2026-06-24 15:15:00,18.64,Thermal
2026-06-24 15:15:00,3.68,Hydro
2026-06-24 15:00:00,9.16,Self-consumption
2026-06-24 15:00:00,13.08,Photovoltaic
2026-06-24 15:00:00,0.56,Geothermal
2026-06-24 15:00:00,3.16,Wind
2026-06-24 15:00:00,18.2,Thermal
2026-06-24 15:00:00,3.68,Hydro
2026-06-24 14:45:00,17.56,Thermal
2026-06-24 14:45:00,3.28,Wind
2026-06-24 14:45:00,0.56,Geothermal
2026-06-24 14:45:00,13.52,Photovoltaic
2026-06-24 14:45:00,9.388,Self-consumption
2026-06-24 14:45:00,3.56,Hydro
2026-06-24 14:30:00,16.56,Thermal
2026-06-24 14:30:00,3.16,Wind
2026-06-24 14:30:00,0.56,Geothermal
2026-06-24 14:30:00,14.28,Photovoltaic
2026-06-24 14:30:00,9.688,Self-consumption
2026-06-24 14:30:00,3.56,Hydro
2026-06-24 14:15:00,9.908,Self-consumption
2026-06-24 14:15:00,14.88,Photovoltaic
2026-06-24 14:15:00,0.56,Geothermal
2026-06-24 14:15:00,2.96,Wind
2026-06-24 14:15:00,16.2,Thermal
2026-06-24 14:15:00,3.48,Hydro
2026-06-24 14:00:00,10.072,Self-consumption
2026-06-24 14:00:00,15.44,Photovoltaic
2026-06-24 14:00:00,0.56,Geothermal
2026-06-24 14:00:00,2.84,Wind
2026-06-24 14:00:00,15.92,Thermal
2026-06-24 14:00:00,3.36,Hydro
2026-06-24 13:45:00,0.56,Geothermal
2026-06-24 13:45:00,16.12,Photovoltaic
2026-06-24 13:45:00,10.328,Self-consumption
2026-06-24 13:45:00,3.2,Hydro
2026-06-24 13:45:00,2.76,Wind
2026-06-24 13:45:00,15.76,Thermal
2026-06-24 13:30:00,3.2,Hydro
2026-06-24 13:30:00,10.408,Self-consumption
2026-06-24 13:30:00,16.48,Photovoltaic
2026-06-24 13:30:00,0.56,Geothermal
2026-06-24 13:30:00,15.8,Thermal
2026-06-24 13:30:00,2.56,Wind
2026-06-24 13:15:00,2.44,Wind
2026-06-24 13:15:00,3.16,Hydro
2026-06-24 13:15:00,10.504,Self-consumption
2026-06-24 13:15:00,16.72,Photovoltaic
2026-06-24 13:15:00,0.56,Geothermal
2026-06-24 13:15:00,15.76,Thermal
2026-06-24 13:00:00,3.16,Hydro
2026-06-24 13:00:00,10.544,Self-consumption
2026-06-24 13:00:00,15.64,Thermal
2026-06-24 13:00:00,2.4,Wind
2026-06-24 13:00:00,0.56,Geothermal
2026-06-24 13:00:00,16.88,Photovoltaic
2026-06-24 12:45:00,15.56,Thermal
2026-06-24 12:45:00,2.4,Wind
2026-06-24 12:45:00,0.56,Geothermal
2026-06-24 12:45:00,17.12,Photovoltaic
2026-06-24 12:45:00,10.644,Self-consumption
2026-06-24 12:45:00,3.2,Hydro
2026-06-24 12:30:00,15.8,Thermal
2026-06-24 12:30:00,2.36,Wind
2026-06-24 12:30:00,0.56,Geothermal
2026-06-24 12:30:00,17.16,Photovoltaic
2026-06-24 12:30:00,10.728,Self-consumption
2026-06-24 12:30:00,3.2,Hydro
2026-06-24 12:15:00,15.52,Thermal
2026-06-24 12:15:00,3.28,Hydro
2026-06-24 12:15:00,10.736,Self-consumption
2026-06-24 12:15:00,17.04,Photovoltaic
2026-06-24 12:15:00,0.56,Geothermal
2026-06-24 12:15:00,2.32,Wind
2026-06-24 12:00:00,10.712,Self-consumption
2026-06-24 12:00:00,16.92,Photovoltaic
2026-06-24 12:00:00,0.56,Geothermal
2026-06-24 12:00:00,2.28,Wind
2026-06-24 12:00:00,15.64,Thermal
2026-06-24 12:00:00,3.32,Hydro
2026-06-24 11:45:00,15.96,Thermal
2026-06-24 11:45:00,2.24,Wind
2026-06-24 11:45:00,0.56,Geothermal
2026-06-24 11:45:00,16.72,Photovoltaic
2026-06-24 11:45:00,10.544,Self-consumption
2026-06-24 11:45:00,3.28,Hydro
2026-06-24 11:30:00,16.4,Photovoltaic
2026-06-24 11:30:00,10.552,Self-consumption
2026-06-24 11:30:00,0.56,Geothermal
2026-06-24 11:30:00,2.28,Wind
2026-06-24 11:30:00,16.0,Thermal
2026-06-24 11:30:00,3.2,Hydro
2026-06-24 11:15:00,2.2,Wind
2026-06-24 11:15:00,16.2,Thermal
2026-06-24 11:15:00,0.56,Geothermal
2026-06-24 11:15:00,3.2,Hydro
2026-06-24 11:15:00,10.396,Self-consumption
2026-06-24 11:15:00,16.16,Photovoltaic
2026-06-24 11:00:00,10.216,Self-consumption
2026-06-24 11:00:00,15.76,Photovoltaic
2026-06-24 11:00:00,16.16,Thermal
2026-06-24 11:00:00,2.2,Wind
2026-06-24 11:00:00,0.56,Geothermal
2026-06-24 11:00:00,3.28,Hydro
2026-06-24 10:45:00,3.52,Hydro
2026-06-24 10:45:00,9.86,Self-consumption
2026-06-24 10:45:00,15.92,Thermal
2026-06-24 10:45:00,2.24,Wind
2026-06-24 10:45:00,0.56,Geothermal
2026-06-24 10:45:00,15.32,Photovoltaic
2026-06-24 10:30:00,14.92,Photovoltaic
2026-06-24 10:30:00,9.74,Self-consumption
2026-06-24 10:30:00,3.56,Hydro
2026-06-24 10:30:00,0.56,Geothermal
2026-06-24 10:30:00,2.32,Wind
2026-06-24 10:30:00,16.28,Thermal
2026-06-24 10:15:00,14.28,Photovoltaic
2026-06-24 10:15:00,3.68,Hydro
2026-06-24 10:15:00,9.628,Self-consumption
2026-06-24 10:15:00,0.56,Geothermal
2026-06-24 10:15:00,2.36,Wind
2026-06-24 10:15:00,16.32,Thermal
2026-06-24 10:00:00,16.64,Thermal
2026-06-24 10:00:00,13.64,Photovoltaic
2026-06-24 10:00:00,2.36,Wind
2026-06-24 10:00:00,0.56,Geothermal
2026-06-24 10:00:00,3.8,Hydro
2026-06-24 10:00:00,9.368,Self-consumption
2026-06-24 09:45:00,17.04,Thermal
2026-06-24 09:45:00,2.28,Wind
2026-06-24 09:45:00,0.56,Geothermal
2026-06-24 09:45:00,13.0,Photovoltaic
2026-06-24 09:45:00,9.036,Self-consumption
2026-06-24 09:45:00,4.16,Hydro
2026-06-24 09:30:00,17.68,Thermal
2026-06-24 09:30:00,2.16,Wind
2026-06-24 09:30:00,0.56,Geothermal
2026-06-24 09:30:00,12.4,Photovoltaic
2026-06-24 09:30:00,8.908,Self-consumption
2026-06-24 09:30:00,4.2,Hydro
2026-06-24 09:15:00,11.6,Photovoltaic
2026-06-24 09:15:00,0.56,Geothermal
2026-06-24 09:15:00,2.12,Wind
2026-06-24 09:15:00,18.36,Thermal
2026-06-24 09:15:00,4.32,Hydro
2026-06-24 09:15:00,8.652,Self-consumption
2026-06-24 09:00:00,8.272,Self-consumption
2026-06-24 09:00:00,10.68,Photovoltaic
2026-06-24 09:00:00,0.56,Geothermal
2026-06-24 09:00:00,2.08,Wind
2026-06-24 09:00:00,19.08,Thermal
2026-06-24 09:00:00,4.68,Hydro
2026-06-24 08:45:00,19.04,Thermal
2026-06-24 08:45:00,2.08,Wind
2026-06-24 08:45:00,0.56,Geothermal
2026-06-24 08:45:00,9.8,Photovoltaic
2026-06-24 08:45:00,7.74,Self-consumption
2026-06-24 08:45:00,4.76,Hydro
2026-06-24 08:30:00,19.84,Thermal
2026-06-24 08:30:00,2.08,Wind
2026-06-24 08:30:00,0.56,Geothermal
2026-06-24 08:30:00,8.76,Photovoltaic
2026-06-24 08:30:00,7.36,Self-consumption
2026-06-24 08:30:00,5.12,Hydro
2026-06-24 08:15:00,6.832,Self-consumption
2026-06-24 08:15:00,7.76,Photovoltaic
2026-06-24 08:15:00,0.56,Geothermal
2026-06-24 08:15:00,2.12,Wind
2026-06-24 08:15:00,20.64,Thermal
2026-06-24 08:15:00,5.28,Hydro
2026-06-24 08:00:00,6.408,Self-consumption
2026-06-24 08:00:00,6.68,Photovoltaic
2026-06-24 08:00:00,0.56,Geothermal
2026-06-24 08:00:00,2.16,Wind
2026-06-24 08:00:00,21.36,Thermal
2026-06-24 08:00:00,5.68,Hydro
2026-06-24 07:45:00,22.12,Thermal
2026-06-24 07:45:00,2.16,Wind
2026-06-24 07:45:00,0.56,Geothermal
2026-06-24 07:45:00,5.52,Photovoltaic
2026-06-24 07:45:00,5.992,Self-consumption
2026-06-24 07:45:00,5.88,Hydro
2026-06-24 07:30:00,22.8,Thermal
2026-06-24 07:30:00,2.12,Wind
2026-06-24 07:30:00,0.56,Geothermal
2026-06-24 07:30:00,4.48,Photovoltaic
2026-06-24 07:30:00,5.496,Self-consumption
2026-06-24 07:30:00,5.92,Hydro
2026-06-24 07:15:00,4.964,Self-consumption
2026-06-24 07:15:00,3.48,Photovoltaic
2026-06-24 07:15:00,0.56,Geothermal
2026-06-24 07:15:00,2.0,Wind
2026-06-24 07:15:00,23.28,Thermal
2026-06-24 07:15:00,6.12,Hydro
2026-06-24 07:00:00,4.516,Self-consumption
2026-06-24 07:00:00,2.56,Photovoltaic
2026-06-24 07:00:00,0.56,Geothermal
2026-06-24 07:00:00,2.0,Wind
2026-06-24 07:00:00,23.48,Thermal
2026-06-24 07:00:00,6.16,Hydro
2026-06-24 06:45:00,22.92,Thermal
2026-06-24 06:45:00,2.0,Wind
2026-06-24 06:45:00,0.56,Geothermal
2026-06-24 06:45:00,1.76,Photovoltaic
2026-06-24 06:45:00,4.164,Self-consumption
2026-06-24 06:45:00,5.84,Hydro
2026-06-24 06:30:00,22.96,Thermal
2026-06-24 06:30:00,2.04,Wind
2026-06-24 06:30:00,0.56,Geothermal
2026-06-24 06:30:00,1.16,Photovoltaic
2026-06-24 06:30:00,3.8,Self-consumption
2026-06-24 06:30:00,5.84,Hydro
2026-06-24 06:15:00,3.372,Self-consumption
2026-06-24 06:15:00,0.72,Photovoltaic
2026-06-24 06:15:00,0.56,Geothermal
2026-06-24 06:15:00,2.04,Wind
2026-06-24 06:15:00,22.84,Thermal
2026-06-24 06:15:00,5.64,Hydro
2026-06-24 06:00:00,2.996,Self-consumption
2026-06-24 06:00:00,0.32,Photovoltaic
2026-06-24 06:00:00,0.56,Geothermal
2026-06-24 06:00:00,2.0,Wind
2026-06-24 06:00:00,22.72,Thermal
2026-06-24 06:00:00,5.2,Hydro
2026-06-24 05:45:00,22.64,Thermal
2026-06-24 05:45:00,4.52,Hydro
2026-06-24 05:45:00,0.56,Geothermal
2026-06-24 05:45:00,0.16,Photovoltaic
2026-06-24 05:45:00,2.736,Self-consumption
2026-06-24 05:45:00,1.96,Wind
2026-06-24 05:30:00,4.48,Hydro
2026-06-24 05:30:00,2.56,Self-consumption
2026-06-24 05:30:00,0.04,Photovoltaic
2026-06-24 05:30:00,0.56,Geothermal
2026-06-24 05:30:00,22.84,Thermal
2026-06-24 05:30:00,1.96,Wind
2026-06-24 05:15:00,4.48,Hydro
2026-06-24 05:15:00,2.528,Self-consumption
2026-06-24 05:15:00,1.92,Wind
2026-06-24 05:15:00,0.56,Geothermal
2026-06-24 05:15:00,0.0,Photovoltaic
2026-06-24 05:15:00,22.92,Thermal
2026-06-24 05:00:00,0.56,Geothermal
2026-06-24 05:00:00,0.0,Photovoltaic
2026-06-24 05:00:00,2.504,Self-consumption
2026-06-24 05:00:00,4.48,Hydro
2026-06-24 05:00:00,1.92,Wind
2026-06-24 05:00:00,22.68,Thermal
2026-06-24 04:45:00,22.44,Thermal
2026-06-24 04:45:00,1.96,Wind
2026-06-24 04:45:00,0.56,Geothermal
2026-06-24 04:45:00,0.0,Photovoltaic
2026-06-24 04:45:00,2.5,Self-consumption
2026-06-24 04:45:00,4.32,Hydro
2026-06-24 04:30:00,22.28,Thermal
2026-06-24 04:30:00,1.92,Wind
2026-06-24 04:30:00,0.56,Geothermal
2026-06-24 04:30:00,0.0,Photovoltaic
2026-06-24 04:30:00,2.488,Self-consumption
2026-06-24 04:30:00,4.32,Hydro
2026-06-24 04:15:00,2.472,Self-consumption
2026-06-24 04:15:00,0.0,Photovoltaic
2026-06-24 04:15:00,0.56,Geothermal
2026-06-24 04:15:00,1.92,Wind
2026-06-24 04:15:00,22.4,Thermal
2026-06-24 04:15:00,4.32,Hydro
2026-06-24 04:00:00,2.46,Self-consumption
2026-06-24 04:00:00,0.0,Photovoltaic
2026-06-24 04:00:00,0.56,Geothermal
2026-06-24 04:00:00,1.88,Wind
2026-06-24 04:00:00,22.64,Thermal
2026-06-24 04:00:00,4.36,Hydro
2026-06-24 03:45:00,22.68,Thermal
2026-06-24 03:45:00,1.84,Wind
2026-06-24 03:45:00,0.56,Geothermal
2026-06-24 03:45:00,0.0,Photovoltaic
2026-06-24 03:45:00,2.408,Self-consumption
2026-06-24 03:45:00,4.28,Hydro
2026-06-24 03:30:00,22.68,Thermal
2026-06-24 03:30:00,1.8,Wind
2026-06-24 03:30:00,0.56,Geothermal
2026-06-24 03:30:00,0.0,Photovoltaic
2026-06-24 03:30:00,2.432,Self-consumption
2026-06-24 03:30:00,4.28,Hydro
2026-06-24 03:15:00,2.432,Self-consumption
2026-06-24 03:15:00,0.0,Photovoltaic
2026-06-24 03:15:00,0.56,Geothermal
2026-06-24 03:15:00,1.84,Wind
2026-06-24 03:15:00,22.64,Thermal
2026-06-24 03:15:00,4.28,Hydro
2026-06-24 03:00:00,2.52,Self-consumption
2026-06-24 03:00:00,0.0,Photovoltaic
2026-06-24 03:00:00,0.56,Geothermal
2026-06-24 03:00:00,1.84,Wind
2026-06-24 03:00:00,23.12,Thermal
2026-06-24 03:00:00,4.36,Hydro
2026-06-24 02:45:00,23.0,Thermal
2026-06-24 02:45:00,1.84,Wind
2026-06-24 02:45:00,0.56,Geothermal
2026-06-24 02:45:00,0.0,Photovoltaic
2026-06-24 02:45:00,4.44,Hydro
2026-06-24 02:45:00,2.472,Self-consumption
2026-06-24 02:30:00,0.0,Photovoltaic
2026-06-24 02:30:00,2.488,Self-consumption
2026-06-24 02:30:00,4.52,Hydro
2026-06-24 02:30:00,0.56,Geothermal
2026-06-24 02:30:00,1.76,Wind
2026-06-24 02:30:00,23.04,Thermal
2026-06-24 02:15:00,0.0,Photovoltaic
2026-06-24 02:15:00,4.44,Hydro
2026-06-24 02:15:00,2.404,Self-consumption
2026-06-24 02:15:00,0.56,Geothermal
2026-06-24 02:15:00,1.68,Wind
2026-06-24 02:15:00,23.0,Thermal
2026-06-24 02:00:00,22.68,Thermal
2026-06-24 02:00:00,0.0,Photovoltaic
2026-06-24 02:00:00,1.64,Wind
2026-06-24 02:00:00,0.56,Geothermal
2026-06-24 02:00:00,4.72,Hydro
2026-06-24 02:00:00,2.36,Self-consumption
2026-06-24 01:45:00,22.64,Thermal
2026-06-24 01:45:00,1.56,Wind
2026-06-24 01:45:00,0.56,Geothermal
2026-06-24 01:45:00,0.0,Photovoltaic
2026-06-24 01:45:00,2.264,Self-consumption
2026-06-24 01:45:00,5.36,Hydro
2026-06-24 01:30:00,23.12,Thermal
2026-06-24 01:30:00,1.52,Wind
2026-06-24 01:30:00,0.56,Geothermal
2026-06-24 01:30:00,0.0,Photovoltaic
2026-06-24 01:30:00,2.344,Self-consumption
2026-06-24 01:30:00,5.36,Hydro
2026-06-24 01:15:00,2.424,Self-consumption
2026-06-24 01:15:00,0.0,Photovoltaic
2026-06-24 01:15:00,0.56,Geothermal
2026-06-24 01:15:00,1.48,Wind
2026-06-24 01:15:00,23.52,Thermal
2026-06-24 01:15:00,5.4,Hydro
2026-06-24 01:00:00,2.512,Self-consumption
2026-06-24 01:00:00,0.0,Photovoltaic
2026-06-24 01:00:00,0.56,Geothermal
2026-06-24 01:00:00,1.44,Wind
2026-06-24 01:00:00,24.28,Thermal
2026-06-24 01:00:00,5.8,Hydro
2026-06-24 00:45:00,23.88,Thermal
2026-06-24 00:45:00,1.36,Wind
2026-06-24 00:45:00,0.56,Geothermal
2026-06-24 00:45:00,0.0,Photovoltaic
2026-06-24 00:45:00,2.536,Self-consumption
2026-06-24 00:45:00,6.28,Hydro
2026-06-24 00:30:00,24.6,Thermal
2026-06-24 00:30:00,1.28,Wind
2026-06-24 00:30:00,0.56,Geothermal
2026-06-24 00:30:00,0.0,Photovoltaic
2026-06-24 00:30:00,2.68,Self-consumption
2026-06-24 00:30:00,6.48,Hydro
2026-06-24 00:15:00,2.708,Self-consumption
2026-06-24 00:15:00,0.0,Photovoltaic
2026-06-24 00:15:00,0.56,Geothermal
2026-06-24 00:15:00,1.24,Wind
2026-06-24 00:15:00,25.52,Thermal
2026-06-24 00:15:00,6.64,Hydro
2026-06-24 00:00:00,3.048,Self-consumption
2026-06-24 00:00:00,0.0,Photovoltaic
2026-06-24 00:00:00,0.56,Geothermal
2026-06-24 00:00:00,1.24,Wind
2026-06-24 00:00:00,26.32,Thermal
2026-06-24 00:00:00,6.6,Hydro
2026-06-23 23:45:00,3.116,Self-consumption
2026-06-23 23:45:00,0.0,Photovoltaic
2026-06-23 23:45:00,6.84,Hydro
2026-06-23 23:45:00,0.56,Geothermal
2026-06-23 23:45:00,1.24,Wind
2026-06-23 23:45:00,27.2,Thermal
2026-06-23 23:30:00,0.56,Geothermal
2026-06-23 23:30:00,1.24,Wind
2026-06-23 23:30:00,28.0,Thermal
2026-06-23 23:30:00,3.296,Self-consumption
2026-06-23 23:30:00,7.08,Hydro
2026-06-23 23:30:00,0.0,Photovoltaic
2026-06-23 23:15:00,7.28,Hydro
2026-06-23 23:15:00,3.448,Self-consumption
2026-06-23 23:15:00,28.24,Thermal
2026-06-23 23:15:00,1.24,Wind
2026-06-23 23:15:00,0.56,Geothermal
2026-06-23 23:15:00,0.0,Photovoltaic
2026-06-23 23:00:00,1.24,Wind
2026-06-23 23:00:00,0.56,Geothermal
2026-06-23 23:00:00,0.0,Photovoltaic
2026-06-23 23:00:00,28.6,Thermal
2026-06-23 23:00:00,3.576,Self-consumption
2026-06-23 23:00:00,8.28,Hydro
2026-06-23 22:45:00,29.0,Thermal
2026-06-23 22:45:00,1.16,Wind
2026-06-23 22:45:00,0.56,Geothermal
2026-06-23 22:45:00,0.0,Photovoltaic
2026-06-23 22:45:00,3.76,Self-consumption
2026-06-23 22:45:00,9.6,Hydro
2026-06-23 22:30:00,29.88,Thermal
2026-06-23 22:30:00,1.16,Wind
2026-06-23 22:30:00,0.56,Geothermal
2026-06-23 22:30:00,0.0,Photovoltaic
2026-06-23 22:30:00,4.06,Self-consumption
2026-06-23 22:30:00,10.16,Hydro
2026-06-23 22:15:00,4.14,Self-consumption
2026-06-23 22:15:00,0.0,Photovoltaic
2026-06-23 22:15:00,0.56,Geothermal
2026-06-23 22:15:00,1.16,Wind
2026-06-23 22:15:00,29.92,Thermal
2026-06-23 22:15:00,10.24,Hydro
2026-06-23 22:00:00,4.256,Self-consumption
2026-06-23 22:00:00,0.0,Photovoltaic
2026-06-23 22:00:00,0.56,Geothermal
2026-06-23 22:00:00,1.12,Wind
2026-06-23 22:00:00,30.64,Thermal
2026-06-23 22:00:00,10.32,Hydro
2026-06-23 21:45:00,4.172,Self-consumption
2026-06-23 21:45:00,0.0,Photovoltaic
2026-06-23 21:45:00,0.56,Geothermal
2026-06-23 21:45:00,1.12,Wind
2026-06-23 21:45:00,30.32,Thermal
2026-06-23 21:45:00,10.72,Hydro
2026-06-23 21:30:00,30.8,Thermal
2026-06-23 21:30:00,1.08,Wind
2026-06-23 21:30:00,0.56,Geothermal
2026-06-23 21:30:00,0.0,Photovoltaic
2026-06-23 21:30:00,4.408,Self-consumption
2026-06-23 21:30:00,11.0,Hydro
2026-06-23 21:15:00,11.28,Hydro
2026-06-23 21:15:00,4.5,Self-consumption
2026-06-23 21:15:00,0.0,Photovoltaic
2026-06-23 21:15:00,0.56,Geothermal
2026-06-23 21:15:00,30.88,Thermal
2026-06-23 21:15:00,1.08,Wind
2026-06-23 21:00:00,30.8,Thermal
2026-06-23 21:00:00,1.04,Wind
2026-06-23 21:00:00,0.56,Geothermal
2026-06-23 21:00:00,0.0,Photovoltaic
2026-06-23 21:00:00,4.496,Self-consumption
2026-06-23 21:00:00,12.08,Hydro
2026-06-23 20:45:00,30.24,Thermal
2026-06-23 20:45:00,1.04,Wind
2026-06-23 20:45:00,0.56,Geothermal
2026-06-23 20:45:00,0.0,Photovoltaic
2026-06-23 20:45:00,4.352,Self-consumption
2026-06-23 20:45:00,12.44,Hydro
2026-06-23 20:30:00,29.96,Thermal
2026-06-23 20:30:00,1.04,Wind
2026-06-23 20:30:00,0.56,Geothermal
2026-06-23 20:30:00,0.04,Photovoltaic
2026-06-23 20:30:00,4.504,Self-consumption
2026-06-23 20:30:00,13.0,Hydro
2026-06-23 20:15:00,4.676,Self-consumption
2026-06-23 20:15:00,0.24,Photovoltaic
2026-06-23 20:15:00,0.56,Geothermal
2026-06-23 20:15:00,1.04,Wind
2026-06-23 20:15:00,29.6,Thermal
2026-06-23 20:15:00,12.84,Hydro
2026-06-23 20:00:00,4.916,Self-consumption
2026-06-23 20:00:00,0.48,Photovoltaic
2026-06-23 20:00:00,0.56,Geothermal
2026-06-23 20:00:00,1.08,Wind
2026-06-23 20:00:00,29.4,Thermal
2026-06-23 20:00:00,12.8,Hydro
2026-06-23 19:45:00,29.04,Thermal
2026-06-23 19:45:00,1.12,Wind
2026-06-23 19:45:00,0.56,Geothermal
2026-06-23 19:45:00,0.8,Photovoltaic
2026-06-23 19:45:00,5.012,Self-consumption
2026-06-23 19:45:00,12.36,Hydro
2026-06-23 19:30:00,28.8,Thermal
2026-06-23 19:30:00,1.16,Wind
2026-06-23 19:30:00,0.56,Geothermal
2026-06-23 19:30:00,1.2,Photovoltaic
2026-06-23 19:30:00,5.12,Self-consumption
2026-06-23 19:30:00,11.96,Hydro
2026-06-23 19:15:00,5.352,Self-consumption
2026-06-23 19:15:00,1.8,Photovoltaic
2026-06-23 19:15:00,0.56,Geothermal
2026-06-23 19:15:00,1.24,Wind
2026-06-23 19:15:00,28.32,Thermal
2026-06-23 19:15:00,11.76,Hydro
2026-06-23 19:00:00,5.568,Self-consumption
2026-06-23 19:00:00,2.6,Photovoltaic
2026-06-23 19:00:00,0.56,Geothermal
2026-06-23 19:00:00,1.32,Wind
2026-06-23 19:00:00,27.56,Thermal
2026-06-23 19:00:00,11.48,Hydro
2026-06-23 18:45:00,10.12,Hydro
2026-06-23 18:45:00,5.9,Self-consumption
2026-06-23 18:45:00,3.44,Photovoltaic
2026-06-23 18:45:00,0.56,Geothermal
2026-06-23 18:45:00,26.96,Thermal
2026-06-23 18:45:00,1.4,Wind
2026-06-23 18:30:00,8.76,Hydro
2026-06-23 18:30:00,6.156,Self-consumption
2026-06-23 18:30:00,1.4,Wind
2026-06-23 18:30:00,0.56,Geothermal
2026-06-23 18:30:00,4.36,Photovoltaic
2026-06-23 18:30:00,26.64,Thermal
2026-06-23 18:15:00,1.44,Wind
2026-06-23 18:15:00,8.08,Hydro
2026-06-23 18:15:00,6.38,Self-consumption
2026-06-23 18:15:00,5.16,Photovoltaic
2026-06-23 18:15:00,0.56,Geothermal
2026-06-23 18:15:00,26.2,Thermal
2026-06-23 18:00:00,24.76,Thermal
2026-06-23 18:00:00,1.36,Wind
2026-06-23 18:00:00,7.48,Hydro
2026-06-23 18:00:00,6.616,Self-consumption
2026-06-23 18:00:00,6.12,Photovoltaic
2026-06-23 18:00:00,0.56,Geothermal
2026-06-23 17:45:00,23.96,Thermal
2026-06-23 17:45:00,1.36,Wind
2026-06-23 17:45:00,0.56,Geothermal
2026-06-23 17:45:00,7.04,Photovoltaic
2026-06-23 17:45:00,6.972,Self-consumption
2026-06-23 17:45:00,6.56,Hydro
2026-06-23 17:30:00,23.24,Thermal
2026-06-23 17:30:00,1.44,Wind
2026-06-23 17:30:00,0.56,Geothermal
2026-06-23 17:30:00,7.8,Photovoltaic
2026-06-23 17:30:00,7.248,Self-consumption
2026-06-23 17:30:00,6.64,Hydro
2026-06-23 17:15:00,7.652,Self-consumption
2026-06-23 17:15:00,8.52,Photovoltaic
2026-06-23 17:15:00,0.56,Geothermal
2026-06-23 17:15:00,1.48,Wind
2026-06-23 17:15:00,22.16,Thermal
