datetime,macroarea,plant_type,prevailing_fuel,available_capacity_mw
2026-06-23 23:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,730.901
2026-06-23 23:00:00,Nord,IDROELETTRICO,ALTRO,5380.4
2026-06-23 23:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,676.9
2026-06-23 23:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 23:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 23:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,15444.551
2026-06-23 23:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 23:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 23:00:00,Sud_Isole,ALTRO,ALTRO,540.02
2026-06-23 23:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 22:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12380.4
2026-06-23 22:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,729.901
2026-06-23 22:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2193.4
2026-06-23 22:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 22:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 22:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,15363.601
2026-06-23 22:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,665.8
2026-06-23 22:00:00,Sud_Isole,ALTRO,ALTRO,540.02
2026-06-23 22:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 22:00:00,Nord,IDROELETTRICO,ALTRO,5604.775
2026-06-23 22:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 22:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 21:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12328.461
2026-06-23 21:00:00,Sud_Isole,ALTRO,ALTRO,540.02
2026-06-23 21:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 21:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 21:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,728.901
2026-06-23 21:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2265.4
2026-06-23 21:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,15383.2835
2026-06-23 21:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 21:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,658.3
2026-06-23 21:00:00,Nord,IDROELETTRICO,ALTRO,5633.3
2026-06-23 21:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 21:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 20:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,647.2
2026-06-23 20:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 20:00:00,Sud_Isole,ALTRO,ALTRO,540.02
2026-06-23 20:00:00,Nord,IDROELETTRICO,ALTRO,5633.0
2026-06-23 20:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 20:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 20:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,15564.301
2026-06-23 20:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,727.901
2026-06-23 20:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 20:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12264.455
2026-06-23 20:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2265.4
2026-06-23 20:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 19:00:00,Nord,IDROELETTRICO,ALTRO,5394.175
2026-06-23 19:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12134.873
2026-06-23 19:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2265.4
2026-06-23 19:00:00,Sud_Isole,ALTRO,ALTRO,540.02
2026-06-23 19:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 19:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,725.901
2026-06-23 19:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,632.2
2026-06-23 19:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 19:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,15217.137
2026-06-23 19:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 19:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 19:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 18:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2265.4
2026-06-23 18:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,15194.40575
2026-06-23 18:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 18:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,724.901
2026-06-23 18:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,626.0
2026-06-23 18:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 18:00:00,Sud_Isole,ALTRO,ALTRO,540.02
2026-06-23 18:00:00,Nord,IDROELETTRICO,ALTRO,5184.275
2026-06-23 18:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,11880.271
2026-06-23 18:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 18:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 18:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 17:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,11710.416
2026-06-23 17:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 17:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 17:00:00,Sud_Isole,ALTRO,ALTRO,547.02
2026-06-23 17:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 17:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 17:00:00,Nord,IDROELETTRICO,ALTRO,5115.0
2026-06-23 17:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,15082.901
2026-06-23 17:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,623.7
2026-06-23 17:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 17:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2234.0
2026-06-23 17:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,834.901
2026-06-23 16:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,14655.676
2026-06-23 16:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 16:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 16:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2103.8
2026-06-23 16:00:00,Sud_Isole,ALTRO,ALTRO,547.02
2026-06-23 16:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 16:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,627.0
2026-06-23 16:00:00,Nord,IDROELETTRICO,ALTRO,5091.5
2026-06-23 16:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,11764.246
2026-06-23 16:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,833.901
2026-06-23 16:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 16:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 15:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 15:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,14109.651
2026-06-23 15:00:00,Sud_Isole,ALTRO,ALTRO,527.02
2026-06-23 15:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2099.6
2026-06-23 15:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,633.3
2026-06-23 15:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 15:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 15:00:00,Nord,IDROELETTRICO,ALTRO,5086.2
2026-06-23 15:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12001.532
2026-06-23 15:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 15:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,833.901
2026-06-23 15:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 14:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2085.6
2026-06-23 14:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 14:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 14:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,624.0
2026-06-23 14:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 14:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,14083.301
2026-06-23 14:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 14:00:00,Nord,IDROELETTRICO,ALTRO,5050.2
2026-06-23 14:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,11970.697
2026-06-23 14:00:00,Sud_Isole,ALTRO,ALTRO,527.02
2026-06-23 14:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 14:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,833.901
2026-06-23 13:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 13:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,13890.601
2026-06-23 13:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 13:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 13:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 13:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,617.9
2026-06-23 13:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12179.965
2026-06-23 13:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 13:00:00,Nord,IDROELETTRICO,ALTRO,4730.175
2026-06-23 13:00:00,Sud_Isole,ALTRO,ALTRO,546.82
2026-06-23 13:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2086.8
2026-06-23 13:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,833.901
2026-06-23 12:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2088.6
2026-06-23 12:00:00,Sud_Isole,ALTRO,ALTRO,546.82
2026-06-23 12:00:00,Nord,IDROELETTRICO,ALTRO,4661.225
2026-06-23 12:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,598.9
2026-06-23 12:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 12:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 12:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 12:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 12:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,13982.601
2026-06-23 12:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 12:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12177.964
2026-06-23 12:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,833.901
2026-06-23 11:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,609.9
2026-06-23 11:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 11:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12196.321
2026-06-23 11:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2083.975
2026-06-23 11:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 11:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 11:00:00,Sud_Isole,ALTRO,ALTRO,527.02
2026-06-23 11:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 11:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 11:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,14392.401
2026-06-23 11:00:00,Nord,IDROELETTRICO,ALTRO,4937.5
2026-06-23 11:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,834.901
2026-06-23 10:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12203.279
2026-06-23 10:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2082.0
2026-06-23 10:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 10:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,14500.901
2026-06-23 10:00:00,Sud_Isole,ALTRO,ALTRO,527.02
2026-06-23 10:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 10:00:00,Nord,IDROELETTRICO,ALTRO,5099.6
2026-06-23 10:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 10:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,621.7
2026-06-23 10:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,835.901
2026-06-23 10:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 10:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 09:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,836.901
2026-06-23 09:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 09:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,639.7
2026-06-23 09:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,14673.751
2026-06-23 09:00:00,Sud_Isole,ALTRO,ALTRO,527.02
2026-06-23 09:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 09:00:00,Nord,IDROELETTRICO,ALTRO,5133.3
2026-06-23 09:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12237.64
2026-06-23 09:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2142.4
2026-06-23 09:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 09:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 09:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 08:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,15396.75
2026-06-23 08:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 08:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 08:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12361.68
2026-06-23 08:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 08:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2193.4
2026-06-23 08:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 08:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 08:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,669.3
2026-06-23 08:00:00,Nord,IDROELETTRICO,ALTRO,5113.8
2026-06-23 08:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,728.901
2026-06-23 08:00:00,Sud_Isole,ALTRO,ALTRO,527.02
2026-06-23 07:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,689.8
2026-06-23 07:00:00,Nord,IDROELETTRICO,ALTRO,5283.0
2026-06-23 07:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12520.4
2026-06-23 07:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2220.4
2026-06-23 07:00:00,Sud_Isole,ALTRO,ALTRO,527.02
2026-06-23 07:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,731.901
2026-06-23 07:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,15899.8
2026-06-23 07:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 07:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 07:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 07:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 07:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 06:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2220.4
2026-06-23 06:00:00,Sud_Isole,ALTRO,ALTRO,527.02
2026-06-23 06:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,732.901
2026-06-23 06:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 06:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,700.5
2026-06-23 06:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 06:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16142.425
2026-06-23 06:00:00,Nord,IDROELETTRICO,ALTRO,5238.1
2026-06-23 06:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12647.6
2026-06-23 06:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 06:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 06:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 05:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12684.3
2026-06-23 05:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2142.4
2026-06-23 05:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 05:00:00,Nord,IDROELETTRICO,ALTRO,5171.1
2026-06-23 05:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 05:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 05:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,732.901
2026-06-23 05:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,699.7
2026-06-23 05:00:00,Sud_Isole,ALTRO,ALTRO,527.02
2026-06-23 05:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 05:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16133.4
2026-06-23 05:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 04:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12682.2
2026-06-23 04:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16118.7
2026-06-23 04:00:00,Nord,IDROELETTRICO,ALTRO,5171.1
2026-06-23 04:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,697.7
2026-06-23 04:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 04:00:00,Sud_Isole,ALTRO,ALTRO,527.02
2026-06-23 04:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2142.4
2026-06-23 04:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 04:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 04:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 04:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,731.901
2026-06-23 04:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 03:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16267.3
2026-06-23 03:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 03:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,731.901
2026-06-23 03:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 03:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,695.7
2026-06-23 03:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2142.4
2026-06-23 03:00:00,Sud_Isole,ALTRO,ALTRO,527.02
2026-06-23 03:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 03:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 03:00:00,Nord,IDROELETTRICO,ALTRO,5171.1
2026-06-23 03:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12662.0
2026-06-23 03:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 02:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,731.901
2026-06-23 02:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 02:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,694.4
2026-06-23 02:00:00,Nord,IDROELETTRICO,ALTRO,5171.1
2026-06-23 02:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2142.4
2026-06-23 02:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 02:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 02:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12649.4
2026-06-23 02:00:00,Sud_Isole,ALTRO,ALTRO,527.02
2026-06-23 02:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 02:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16217.7
2026-06-23 02:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 01:00:00,Nord,IDROELETTRICO,ALTRO,5206.2
2026-06-23 01:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2142.4
2026-06-23 01:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 01:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12630.3
2026-06-23 01:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 01:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,688.9
2026-06-23 01:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 01:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16163.1
2026-06-23 01:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 01:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 01:00:00,Sud_Isole,ALTRO,ALTRO,527.02
2026-06-23 01:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,730.901
2026-06-23 00:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16097.6
2026-06-23 00:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,683.6
2026-06-23 00:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-23 00:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,699.0
2026-06-23 00:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-23 00:00:00,Sud_Isole,ALTRO,ALTRO,527.02
2026-06-23 00:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-23 00:00:00,Nord,IDROELETTRICO,ALTRO,5196.2
2026-06-23 00:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-23 00:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12252.1
2026-06-23 00:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2142.4
2026-06-23 00:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,730.901
2026-06-21 23:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-21 23:00:00,Nord,IDROELETTRICO,ALTRO,5405.7
2026-06-21 23:00:00,Sud_Isole,ALTRO,ALTRO,537.02
2026-06-21 23:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-21 23:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-21 23:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2156.65
2026-06-21 23:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,683.9
2026-06-21 23:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,730.901
2026-06-21 23:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-21 23:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-21 23:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12246.8
2026-06-21 23:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16129.0
2026-06-21 22:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16040.4
2026-06-21 22:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-21 22:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,730.901
2026-06-21 22:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12223.8
2026-06-21 22:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-21 22:00:00,Sud_Isole,ALTRO,ALTRO,537.02
2026-06-21 22:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-21 22:00:00,Nord,IDROELETTRICO,ALTRO,5434.7
2026-06-21 22:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,678.9
2026-06-21 22:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2192.275
2026-06-21 22:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-21 22:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-21 21:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-21 21:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,667.7
2026-06-21 21:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,729.901
2026-06-21 21:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2316.5
